ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1
XV000463,xed,lá-nà-p-lá,,,one has to dig for him,,,,SN000777,il faut creuser (la terre) pour lui
XV000464,xed,lává-n-lává tá ndrà mótà,,,he can drive a car,,,,SN000779,il sait conduire
XV000465,xed,lív-íŋ-lívá tá zá skwà záy,,,he can eat (literally: he can eat things for eating),,,,SN000779,il est capable de manger (littéralement: il peut manger des choses pour manger)
XV000466,xed,mbɗà-f-mbɗà,,,he counted,,,,SN000788,il a compté
XV000467,xed,mbɗà-ná-f-mbɗà,,,he counted for him,,,,SN000788,il a compté pour lui
XV000468,xed,mbɗà-vá-mbɗà,,,he turned round or 'turn around',,,,SN000788,il a fait volte-face ou 'tourne-toi'
XV000469,xed,mbɗà mbɗà,,,"he changed, one has to change",,,,SN000788,"il a changé, on doit changer"
XV000470,xed,mbɗá gwàɗá,,,"translate, see 'gwà?a': language",,,,SN000788,traduire voir 'gwà?á': langue
XV000471,xed,mbsá-f-mbsà tá mbìzà,,,he covered the bean dish,,,,SN000797,il a couvert le plat de haricots
XV000472,xed,mbsá-ná-f-mbsà,,,he wrapped something for him,,,,SN000797,il a emballé quelque chose pour lui
XV000473,xed,mbs-ú-mbsà,,,it is already wrapped up,,,,SN000797,c’est déjà emballé
XV000474,xed,mbzà-mbzà ìmí,,,"water ran, the transitive use with God as subject with respect to water (rain), and cow as subject with respect to milk",,,,SN000800,"l’eau a coulé, emploi transitif avec pour sujet Dieu (objet: l’eau) et la vache (objet: le lait)"
XV000475,xed,mbz-í-mbzà t-ímì,,,‘he made the water flow’,,,,SN000800,‘il (Dieu) a fait couler l’eau’
XV000476,xed,mbì-ɗí-f-mbà,,,he cured me,,,,SN000802,il m’a guéri
XV000477,xed,mbà-ná-f-mbì,,,I cured him,,,,SN000802,je l’ai guéri
XV000478,xed,mb-ú-mbà,,,he is already cured,,,,SN000802,il est guéri
XV000479,xed,mb-ú-mb-ì,,,"I am already cured, ungrammatical with 'va'",,,,SN000802,"je suis guéri, agrammatical avec 'va' *mbàvámbà"
XV000480,xed,mbàɗá mbàɗá,,,he walked,,,,SN000807,il a marché
XV000481,xed,mbítsá mbítsá,,,he remained,,,,SN000813,il est resté
XV000482,xed,mbítsá-ná-mbítsá,,,he put aside for him,,,,SN000813,il a mis de côté pour lui
XV000483,xed,mbíts-ú-mbítsá,,,"he remained alone, ungrammatical with 'vá'",,,,SN000813,"il est resté seul, agrammatical avec 'vá' *mbítsá-vá-mbítsá"
XV000484,xed,mbàzá-ghù-mbàzá,,,he washed himself,,,,SN000815,il s’est lavé
XV000485,xed,mbàz-ú-mbàzá tá mbàzá,,,he has already washed,,,,SN000815,il s’est lavé
XV000486,xed,mbàzá-ná-mbàzá tá mbàzá,,,he washed him,,,,SN000815,il l’a lavé
XV000487,xed,mbàzá-ná-mbàz-í tá mbàzá,,,"I washed him, a nominal object follows cognate object and is preceded by the preposition tá",,,,SN000815,"je l’ai lavé, un objet nominal suit l’objet cognat et est précédé de la préposition tá"
XV000488,xed,mbàzá-ná-mbàzí tá mbàzá tá mbítsá,,,I washed Mbitsa,,,,SN000815,j’ai lavé Mbitsa
XV000489,xed,mbù’á hlìhlík,,,"eat mush with eggs instead of meat, with no sauce",,,,SN000819,manger de la boule sans sauce avec des œufs à la place de viande
XV000490,xed,mbù’ámbù’á,,,he ate mush without sauce,,,,SN000819,il a mangé de la boule sans sauce
XV000491,xed,mbù’á-vá-mbù’á tá hlìhlík,,,he ate eggs with mush,,,,SN000819,il a mangé des œufs avec la boule
XV000492,xed,mbù’á-vá-mbù’á tá ɗáfà ndá hlìhlík,,,he ate mush with eggs but without sauce,,,,SN000819,il a mangé la boule avec des œufs mais sans sauce
XV000493,xed,mndà-ná-f-mndà,,,he squeezed something,,,,SN000827,il a serré quelque chose
XV000494,xed,mnd-ú-mndà,,,it got squeezed,,,,SN000827,cela devenue serré
XV000495,xed,mndà-vá-f-mndà,,,it (rope) got squeezed because of the movement of wind,,,,SN000827,cela (une corde) a devenue serré à cause du vent
XV000496,xed,mndì-ɗí-f-mndà tá dzvù,,,"he wrung my hand, ungrammatical without extensions *mndà-mndà",,,,SN000827,"il a serré ma main, agrammatical sans extensions *mndà-mndà"
XV000497,xed,mndà-ná-f-mndà tá lgùt,,,il a tordu le tissu,,,,SN000831,he wrung the the cloth
XV000498,xed,mná-ná-mnà,,,he told him,,,,SN000832,il lui a dit
XV000499,xed,mnà-dá-mnà,,,tell somebody who is below,,,c9d9f886c40820d437426a7dc55df284,SN000832,dire à quelqu'un qui se trouve plus bas que celui qui lui parle
XV000500,xed,mná-f-mnà,,,he accused him,,,f856e661a4f70d0962131b6686454a15,SN000832,il l’a accusé
XV000501,xed,mnà-gá-f-mnà,,,tell somebody who is in a higher position than the speaker,,,14c456b78a1dc099994f323daa14972c,SN000832,dire à quelqu'un qui est plus haut que celui qui lui parle
XV000502,xed,mnàgághàmnà,,,"tell from afar, send a message",,,74b71020a24b8bd1500ba621250a7ccc,SN000832,"dire de loin, envoyer un message"
XV000503,xed,mná-mnà,,,he said,,,,SN000832,il a dit
XV000504,xed,mná-nà-ghá-mná,,,he told him again,,,,SN000832,il le lui a redit
XV000505,xed,mtà-ná-mtà tá vù,,,he doused the fire,,,,SN000838,il a éteint le feu
XV000506,xed,mt-íxà-mtà,,,"one should turn it off for me, not allowed with '?í'",,,,SN000838,"il faut me l’éteindre, non autorisé avec '?í'"
XV000507,xed,mt-ú-mtà,,,he is dead,,,,SN000838,il est mort
XV000508,xed,mtá tá mdù,,,a dead person,,,,SN000840,a dead person
XV000509,xed,kwádrùwá tà kláy mtàkú,,,the death can take anybody,,,,SN000842,la mort peut prendre n’importe qui
XV000510,xed,mídzá-ghá,,,your mother-in-law,,,,SN000864,ta belle-mère
XV000511,xed,mídzání,,,mother-in-law,,,,SN000864,belle-mère
XV000512,xed,mídzáɗá,,,my mother-in-law,,,,SN000864,ma belle-mère
XV000513,xed,mágá mágá tá hlnà ínà,,,he worked well,,,,SN000875,il a bien travaillé
XV000514,xed,"mágá-f-mágá, mágá mágá",,,he made something,,,eb2f137505b8bcf2ed2f63d952e3a0e9,SN000875,il a fait quelque chose
XV000515,xed,mágà-n-mágà,,,he tried to do something,,,,SN000875,il a essayé de faire quelque chose
XV000516,xed,mágə́-glá-f-mágá,,,he redid (something),,,,SN000875,il a fait quelque chose une nouvelle fois
XV000517,xed,mákwà míjì,,,fiancée,,,fdfa3c7c5ecb75006a78ceb0dd035f4e,SN000891,fiancée
XV000518,xed,màlànághámàlá,,,he surpassed him,,,1a99bdd9342b24968196cb56b517fc44,SN000898,il l’a surpassé
XV000519,xed,màlà-ghú-màlá,,,he surpassed,,,,SN000898,il a surpassé
XV000520,xed,màlà-w-gh-màlá mbítsá kà índà mdùhà,,,Mbitsa surpassed everybody,,,,SN000898,Mbitsa a surpassé tout le monde
XV000521,xed,màlà-w-gh-màlá tá mbítsá,,,he surpassed Mbitsa,,,,SN000898,il a surpassé Mbitsa
XV000522,xed,màlá-gh-ú-màlà,,,you surpass,,,,SN000898,tu surpasses
XV000523,xed,"mànáy, màná-f-màná, màná-màná",,,he lied,,,a7753c29f82f7a3079710b51275a47f0,SN000915,il a menti
XV000524,xed,màn-íxà-màná,,,"he lied to me, see also 'tsákálá': lie",,,,SN000915,"il m’a menti, voir 'tsákálá': mentir"
XV000525,xed,màráy,,,no reduplicated form without extension,,,aeb6664afa8c595eb1d7b2d6f2deaec0,SN000920,pas de forme rédupliquée sans extension
XV000526,xed,"màrá màrá, màrá-n-màrá tá màràkw",,,he pointed to a woman,,,,SN000920,il a désigné du doigt une femme
XV000527,xed,màr-íxà-màrá,,,he has shown something to me,,,,SN000920,il m’a montré quelque chose
XV000528,xed,màrá,,,show!,,,38f9bdb0bd482432325c5cacadba30a0,SN000920,montre!
XV000529,xed,màràkw tà dá kwàsáy’,,,woman preparing bean cakes,,,bd197e6fc08a33feb098f6e2aceee139,SN000921,femme en train de préparer des beignets de haricots
XV000530,xed,mìstà fú,,,under a tree,,,,SN000924,sous un arbre
XV000531,xed,"másə́-gl- más-ú-n-ú-s-másà tá rdí tà wùbìsím, kà másə́-gl-tá-tsí",,,and he was again applying the ointment,,,,SN000927,et il s’appliquait de nouveau un onguent
XV000532,xed,másá,,,applique!,,,,SN000927,enduis!
XV000533,xed,más-íŋ-másá,,,he applied ointment,,,,SN000927,il a appliqué un onguent
XV000534,xed,más-ú-másá,,,he applied ointment to himself,,,,SN000927,il s’est appliqué lui-même un onguent
XV000535,xed,másá-f-másá,,,he applied ointment,,,,SN000927,il a enduit avec un onguent
XV000536,xed,más-ú-n-ú-s-másà tá rdí tà wùbìsím,,,he applied oil on his mouth,,,,SN000927,il s’est mis de l’huile sur les lèvres
XV000537,xed,"*mùtsámùtsá, *mùtsá ná-mùtsá, *mùtsán-mùtsá",,,The only extension allowed with this verb is 'f': up,,,,SN000935,La seule extension autorisée avec ce verbe est 'f': en haut
XV000538,xed,mùtsáfmùt mùtsáfmùtsá tá hlà/diplománì,,,he got a cow/his diploma,,,,SN000935,il a eu une vache/son diplôme
XV000539,xed,mì’íxà tà dzáwá skwì,,,women selling things,,,,SN000956,"femmes qui vendent des choses, commerçantes"
XV000540,xed,ndɓá ndɓá ngárgwà tá dzvú dà mbítsá,,,Ngargwa asked Mbitsa’s forgiveness,,,,SN000958,Ngargwa a demandé pardon de Mbitsa
XV000541,xed,ndghà ndghà kwá,,,the calabash filled up,,,,SN000962,la calebasse est remplie
XV000542,xed,ndghà-ná-f-ndghà tá kwá,,,he filled a calabash,,,,SN000962,il a rempli la calebasse
XV000543,xed,ndghà-nà-f-ndghà tá kwá,,,he filled a calabash for him,,,,SN000962,il lui a rempli une calebasse
XV000544,xed,ndg-ì-ɗá-ghà-ndgà,,,it weighted on me,,,,SN000965,cela pesait sur moi
XV000545,xed,tà ndgàkú,,,it is heavy,,,,SN000965,c’est lourd
XV000546,xed,ndg-ù-ndgà,,,the person got tired from carrying wood,,,,SN000965,la personne est fatiguée de porter du bois
XV000547,xed,ndrá-ghú-ndrá,,,it flew out forever,,,,SN000968,cela s’est envolé pour toujours
XV000548,xed,ndr-ú-ndrà,,,he drove too fast,,,,SN000968,il conduisait trop vite
XV000549,xed,ndrá-ghá-ndrá,,,"it flew away, he went out driving",,,,SN000968,"cela s’envolé, il est sorti en conduisant"
XV000550,xed,ndr-ú-ndrà tsá mwátà yá,,,that car drove at high speed,,,,SN000968,cette voiture roulait à grande vitesse
XV000551,xed,ndr-í-ní-s-ndrà,,,"he pursued somebody, or something",,,,SN000968,il poursuivait quelqu'un ou quelque chose
XV000552,xed,ndzɗà-vá-tà vàzák tà xvá,,,"Rooster, after having done some work (literally: after spending some time at work)",,,,SN000974,"Le Coq, après avoir travaillé un peu’ (littéralement: après avoir passé quelque temps à travailler)"
XV000553,xed,ndzvà-f-ndzvà tá tɓán,,,he connected the rope(s),,,,SN000975,il a rabouté les cordes
XV000554,xed,ndzv-ú-ndzvà tɓán,,,the ropes are well connected,,,,SN000975,les cordes sont bien raboutées
XV000555,xed,kà yàwú ndzà-kw-à-gá-p-tà xdí màndá ghàlíyá,,,ever since the Hdi exist,,,,SN000976,depuis que les Hdi existent
XV000556,xed,ndzà-ndzà xǝ̀n,,,they remained,,,,SN000976,ils sont restés
XV000557,xed,ndz-ú-ndzà xǝ̀n,,,they lived together,,,,SN000976,ils ont habité ensemble
XV000558,xed,ndz-à-ná-ndzà tá xǝ̀n,,,one has to make them sit down,,,,SN000976,il faut les faire asseoir
XV000559,xed,ndà-vá-ndà,,,he swallowed everything,,,,SN000983,il a tout avalé
XV000560,xed,nd-ù-ndà tá ghwánì,,,he swallowed the medicine,,,,SN000983,il a avalé le remède
XV000561,xed,ndá lgùt,,,"be dressed, literally: be with cloth",,,,SN000984,être habillé (littéralement: être avec vêtement)
XV000562,xed,ndá mbrá,,,be strong,,,,SN000984,"avoir de la force, avec force, être fort"
XV000563,xed,ndá mtá,,,be dead,,,,SN000984,être mort
XV000564,xed,sághú ndá xwáyá,,,"he returned running!, serves as numeral formative to form numerals between 11 and 19, in the construction 'ghwán' (10) 'ndá num'",,,,SN000984,"il a fait demi-tour en courant, sert de formatif pour les numéraux entre 11 et 19, dans la construction ghwán (10) ndá + num"
XV000565,xed,"ndànáy, kà ndàná-p-tá tsí",,,and he thought,,,,SN000991,et il a pensé
XV000566,xed,ndànághándàná,,,he went and returned with his thoughts,,,949ef1735a2a3c042693de4598273366,SN000991,il s’en alla et revint avec ses pensées
XV000567,xed,ndànà-k-ndànà,,,he came with his thoughts,,,8d93874598b9f5bbc5cf3af0bfe6da1c,SN000991,I est venu avec ces pensées
XV000568,xed,ndàná-p-ndàná kà màrkwátàŋ,,,he thought about his wife,,,,SN000991,il a pensé de sa femme
XV000569,xed,gì ndús ká mbítsá sághà,,,Mbitsa came suddenly,,,,SN000997,Mbitsa arriva subitement
XV000570,xed,ndùsá xgà,,,a close house,,,,SN000998,une maison proche
XV000571,xed,ndùsá-gá-ghà-ndùsá,,,he approached,,,,SN000999,il s’approcha
XV000572,xed,ndùsá-gá-ná-ghà-ndùsá tá kwà,,,"he approached the calabash, i.e. he moved the calabash towards him",,,,SN000999,il s’approcha de la calebasse (i.e. il déplaca la calebasse vers lui)
XV000573,xed,nglá nglá tá plìs,,,he mounted a horse,,,,SN001010,il est monté le cheval
XV000574,xed,ngə́l-dá-ná-f-nglà tá plìs,,,she made him mount the horse,,,,SN001010,elle l’a fait monter le cheval
XV000575,xed,nglúnglì,,,I have already climbed (something),,,,SN001010,je suis déjà monté (sur quelque chose)
XV000576,xed,ngà-m-ngà,,,close in,,,,SN001018,enfermer
XV000577,xed,ngà-n-ngà,,,'he tried to close it' or 'he closed a part of something',,,,SN001018,'il essaya de l’enfermer' ou 'il ferma une partie de quelque chose'
XV000578,xed,ng-ú ngà,,,'he closed for himself' or 'he closed too much',,,,SN001018,'il a ferme pour lui-même' ou 'il a fermé trop fort'
XV000579,xed,tà xúl-á ngàtsá-f-tà-ní tá mndə́-xà,,,"having gathered people, he . .",,,,SN001034,"après avoir réuni les gens, il…"
XV000580,xed,ngàts-ú-ngàtsá xǝ̀n,,,they obtained,,,,SN001034,ils ont obtenu
XV000581,xed,tà ngì’í tsá mndù kùl ɗùghwánà kúyà,,,the man makes those noises hence he is not well (literally: not healthy),,,,SN001036,l’homme fait ces bruits parce qu’il n’est pas bien (pas en bonne santé)
XV000582,xed,ngh-ú-nghá,,,he saw already,,,,SN001039,il a vu
XV000583,xed,ngh-í-ɗ-nghá,,,he saw me pass,,,,SN001039,il m’a vu passer
XV000584,xed,ngh-í-ɗ-nghá tà lúumá,,,he got a glimpse of me at the market,,,,SN001039,il m’a aperçu au marché
XV000585,xed,tà ngh-ìxà-nghà tà lúmá,,,he saw me at the market (for a longish time),,,,SN001039,il m’a vu au marché (pendant un assez long moment)
XV000586,xed,nghá-nghá,,,one has to get him (a menace),,,,SN001039,il faudrait qu’on l’aie (menace)
XV000587,xed,nghá-ná-nghá tá nà mwótà-ɗá nà,,,check my car! ungrammatical without 'ná',,,,SN001039,vérifie ma voiture! agrammatical sans 'ná'
XV000588,xed,nghá ndá hákkíl,,,watch carefully,,,,SN001039,"regarder avec attention, contempler"
XV000589,xed,yà tá nghá-nà-ghá tá lèkól,,,that is all that concerns the school,,,,SN001039,c’est-à-dire tout qui concerne l’école
XV000590,xed,ká-’á nghà-dá-tà ná zwàn-à-ní mà sígà,,,and he saw that his children were in the pot,,,,SN001039,et il a vu que ses enfants sont dans la marmite
XV000591,xed,mándá xìyá tà n`gh-í tá kághá,,,I see you as a guinea corn e.i. you are very beautiful,,,,SN001039,"Je te vois comme un pied de sorgho, i.e. tu es très belle"
XV000592,xed,n-ìɗá-ghá-nà,,,it overwhelmed me,,,,SN001043,cela m’a depassé
XV000593,xed,nànághánà,,,"it overwhelmed him, cannot take nominal object, no reduplicated form without extensions: *nànà",,,,SN001043,"cela l’a dépassé, pas d’objet nominal possible, pas de formes rédupliquées sans extensions: *nànà"
XV000594,xed,nán-ú-nánà mbítsá,,,Mbitsa made a mistake,,,,SN001055,Mbitsa s’est trompé
XV000595,xed,nán-ú-nánà mbítsá tá ghǝ́ŋánì,,,Mbitsa made an error,,,,SN001055,Mbitsa a commis une erreur
XV000596,xed,nán-ìɗí-f-nánà mbítsá,,,Mbitsa mislead me,,,,SN001055,Mbitsa m’a trompé
XV000597,xed,nánà-f-nánà mbítsá tá Hàlímà,,,Mbitsa cheated Halima,,,,SN001055,Mbitsa a dupé Halima
XV000598,xed,tá xàɗú ntfàŋ ngá núwá-f-tá mndrá-ní wà,,,there was no glue to close his anus,,,,SN001062,il n’y avait pas de colle pour boucher son anus
XV000599,xed,nú’wá-f-nú’wá tá ghúrúm,,,he closed the hole,,,,SN001062,il a fermé la trou
XV000600,xed,nù’á-f-nù’á tá hlà,,,he fattened the cow(s),,,,SN001064,il a engraissé la/les vache(s)
XV000601,xed,nù’ú-v-nù’à tá hlà,,,he already fattened a cow for himself,,,,SN001064,il a engraissé une vache pour lui-même
XV000602,xed,nù’-ú-nù’á hlà,,,cow is already fattened,,,,SN001064,la vache est engraissée
XV000603,xed,pɗà pɗà,,,"he remained; if the nominal subject is added, the last tone of the verb becomes high",,,,SN001067,"il est resté; si l’on ajoute un sujet nominal, le dernier ton du verbe devient haut"
XV000604,xed,pɗà-pɗá mbítsá,,,"Mbitsa remained; with an object pronoun: leave, abandon",,,,SN001067,"Mbitsa est resté; avec un objet pronomnal: laisser, abandonner"
XV000605,xed,z-ú-zà tá hlúí dímdím kùl pɗá-ná-tà,,,he ate all the meat and did not leave anything,,,,SN001067,il a mangé toute la viande et n’a rien laissé
XV000606,xed,pghə́-dá-ná-p-pghá pghə́-dá-ná-p-pghá,,,he poured out something for him,,,,SN001068,il lui a versé quelque chose
XV000607,xed,pghì-g-í-ɗ-á-ghà-pghà,,,he accompanied me here,,,,SN001069,il m’a acompagné ici
XV000608,xed,pghà-f- pghí tá mbítsá,,,I accompanied Mbitsa,,,,SN001069,j’ai accompagné Mbitsa
XV000609,xed,pghà-gá-p-tá,,,accompany,,,,SN001069,to accompagner
XV000610,xed,pghà-dá-p-pghà,,,he accompanied him going out,,,,SN001069,il l’a accompagné à sa sortie
XV000611,xed,pghà-gá-f-pghà,,,accompany towards higher elevation,,,,SN001069,to accompagner en montant
XV000612,xed,pgh-ì-n-pgh-í tá ghzú,,,I poured the beer,,,,SN001071,j’ai versé la bière
XV000613,xed,pgh-í-m-pghà,,,pour out,,,,SN001071,verser
XV000614,xed,mbàɗ ká-lù kà pghá-p-tá mbízà,,,"then, the bean dish was poured out",,,,SN001071,"puis, on a versé le plat de haricots"
XV000615,xed,mbàɗ ká-l kàpghà-gá-p-tá mbízà,,,"then, the bean dish was poured out and brought",,,,SN001071,"puis, on a versé le plat de haricots et on l’a apporté"
XV000616,xed,pghá-vá-pgh-í tá ghzú,,,I drank a lot of beer,,,,SN001071,j’ai bu beaucoup de bière
XV000617,xed,kà pghà-dá-tà dà sígà,,,and he put them in the pot,,,,SN001071,et elle les a mis dans une marmite
XV000618,xed,pghà-dá-pghà,,,pour from,,,,SN001071,verser à partir de
XV000619,xed,pghá-m-pghá,,,pour in,,,,SN001071,verser dedans
XV000620,xed,pghá-ná-f-pghá,,,pour on,,,,SN001071,verser sur
XV000621,xed,pghá-ná-ghá-pghá,,,pour more,,,,SN001071,verser davantage
XV000622,xed,pghá-vá-pghá,,,pour on oneself,,,,SN001071,"verser sur soi, porter beaucoup (d’habits) sur soi, avoir bu"
XV000623,xed,dzà’á phlá-phlá-xə̀n tá mndú,,,they will kill us,,,,SN001080,ils vont nous tuer
XV000624,xed,phlà-vá-úgh-phlá sígà,,,the pot broke a little bit,,,,SN001080,la marmite est un peu cassée
XV000625,xed,plá-ghá-m-plà,,,he paid you back (the wrong done to him),,,,SN001082,il t’a rendu le mal (qui lui avait été fait)
XV000626,xed,plá-f-plà,,,he made a ceremony of venerating his dead parents,,,,SN001082,il a fait un sacrifice en l’honneur de ses parents défunts
XV000627,xed,plá-f-plà tá skù,,,he made the ceremony of libation,,,,SN001082,il a fait des libations en sacrifice
XV000628,xed,psápsà tá xgà,,,he searched the house,,,,SN001085,il a fouillé la maison
XV000629,xed,psá-n-psá tí’í,,,"he looked for me, but he didn’t find me",,,,SN001085,il m’a cherché partout mais il ne m’a pas trouvé
XV000630,xed,psá-f-psá tí’í,,,"he looked for me, and found me",,,,SN001085,il m’a cherché et il m’a trouvé
XV000631,xed,pàxá pàxá tá kóɓù mà zlíbì,,,look for money in the pocket,,,,SN001099,chercher de l’argent dans la poche
XV000632,xed,páyà-f-páyà tá mótà,,,he repaired the car,,,,SN001100,il a reparé la voiture
XV000633,xed,rfá-ná-ghá-rfá,,,he thanked him,,,,SN001109,il l’a remercié
XV000634,xed,rf-ú-rfà tá rf-ú,,,he congratulated himself,,,,SN001109,il s’est felicité
XV000635,xed,rf-í-ɗá-ghá-rfá,,,he thanked me,,,,SN001109,il m’a remercié
XV000636,xed,rfá-ná-ghá-rfá tá mghám,,,he thanked the chief; ungrammatical without 'ná',,,,SN001109,il a remercié le chef; agrammatical sans 'ná'
XV000637,xed,rná-f-rnà,,,"insult, 'your mother'",,,,SN001116,un insulte
XV000638,xed,rn-ú-rnà,,,he had sexual relation,,,,SN001116,il a couché avec quelqu'un
XV000639,xed,rw-ú-rwà xìyá,,,"the corn rotted; with object markers becomes transitive, and means 'kill many'",,,,SN001124,"le mil est pourri; avec la marque d’objet, devient transitif et signifie 'tuer en nombre'"
XV000640,xed,rw-í-rwà,,,he killed them (many people),,,,SN001124,il les a tués (ils étaient nombreux)
XV000641,xed,rwà-ná-rwà,,,he killed many,,,,SN001124,il en a tué plusieurs/beaucoup
XV000642,xed,ráyá ráyá tá ksúɓì,,,he hunted a daman (he got it),,,,SN001135,il a chassé un daman (et il l’a eu)
XV000643,xed,sə́ská sə́ská tá xíyà,,,he sifted the corn,,,,SN001143,il a tamisé le mil
XV000644,xed,ndá shà màrkwátàn,,,his wife lost weight,,,,SN001145,sa femme a maigri
XV000645,xed,sh-ú-shà màrkwátàn,,,his wife lost weight,,,,SN001145,sa femme a maigri
XV000646,xed,sh-ín-shà tá hlàní,,,he made his cow lose weight,,,,SN001145,il a fait maigrir sa vache
XV000647,xed,skw-íxà-skwá,,,he bought me something,,,,SN001148,il m’a acheté quelque chose
XV000648,xed,skwá-skwà,,,he bought something,,,,SN001148,il a acheté quelque chose
XV000649,xed,skwá-ghá-skwà tá skw-à z-áy,,,she bought you something to eat,,,,SN001148,elle t’/vous a acheté quelque chose à manger
XV000650,xed,skwá-p-skwá,,,he sold something,,,,SN001148,il a vendu quelque chose
XV000651,xed,skwá-p-skwá tá hlà,,,he sold a cow,,,,SN001148,il a vendu une vache
XV000652,xed,dzà’á skwá-p-skwá nàsàrá-ngrá,,,The black boss is going to sell…,,,,SN001148,Le patron noir va (te) vendre
XV000653,xed,skál-ú-skálá xǝ̀n tá skálá hlà,,,they danced the dance of the bull,,,,SN001154,ils ont dansé la dance du taureau
XV000654,xed,skálá-skálá tá skálú,,,he danced,,,,SN001154,il a dansé
XV000655,xed,sngà-m- sngà tá ghrùm,,,he filled in a hole,,,,SN001157,il a comblé un trou
XV000656,xed,sngà-ná-ghá-sngà,,,one has to fill,,,,SN001157,il faut remplir…
XV000657,xed,snà-snà tá gwàdá-ɗà,,,"he obeyed me; in order to make predication object directional, the third person object 'n' must be added to the verb",,,,SN001158,"il m’a obéi; pour rendre la prédication orientée vers l’objet, le pronom-objet de 3e personne 'n' doit être ajouté au verbe"
XV000658,xed,snà-n-sn-í tá ghwághwá krì,,,I heard the dog barking,,,,SN001158,j’ai entendu le chien aboyer
XV000659,xed,snà-n-snà tá gwàdá-ɗà,,,"he heard my speech, my words",,,,SN001158,"il a entendu mon discours, mes paroles"
XV000660,xed,sn-ú-snà tá mágá hlná,,,he is used to work,,,,SN001158,il est habitué au travail (Imperatif 'sná' écoute! sache!)
XV000661,xed,"*spá- spá, spá-f-spá ngáyàwú tá zwàŋ",,,Ngayawu babysat,,,,SN001160,Ngayawu s’est occupée d’enfants
XV000662,xed,sp-ú-spá tá zwàŋ,,,she already babysat,,,,SN001160,elle s’est déjà occupée d’enfants
XV000663,xed,s-ù-s-í,,,I drank up,,,,SN001167,j’ai tout bu
XV000664,xed,s-ù-sà,,,he drank up,,,,SN001167,il a tout bu
XV000665,xed,sà-ghù-sà,,,he drank the upper part of a liquid,,,,SN001167,il a bu le dessus d’un liquide
XV000666,xed,sà-k-sà,,,he drank and came,,,,SN001167,il a bu et il est venu
XV000667,xed,sà-ghá-sà,,,'he drank and went,,,,SN001167,il a bu et il est parti
XV000668,xed,sà-ná-ghú-sà tá ghzú,,,he drank some beer (there is beer left),,,,SN001167,il a bu un peu du bière (il en reste)
XV000669,xed,sə̀-gl-s-í,,,I drank again,,,,SN001167,j’ai bu de nouveau
XV000670,xed,sànághásà,,,drink more,,,,SN001167,boire plus
XV000671,xed,sínsà,,,he drank too much,,,,SN001167,il a trop bu
XV000672,xed,sà-p-sà,,,he emptied a container by drinking up the content,,,,SN001167,il a bu tout le contenu d’un récipient
XV000673,xed,sá-s-í,,,I came down,,,,SN001170,je suis descendu
XV000674,xed,sá-p-sà,,,he came out,,,,SN001170,il est sorti
XV000675,xed,sá-ghà-sá,,,he came (to the place of speech),,,,SN001170,il est arrivé (à l’endroit où on parlait)
XV000676,xed,sá-sà,,,he descended,,,,SN001170,il est descendu
XV000677,xed,sá-ghà ùvá,,,When Cat arrived,,,,SN001170,quand le chat est venu
XV000678,xed,sá-ghú-sá,,,he returned from,,,,SN001170,il a rentré de…
XV000679,xed,sá-bà á wà,,,he did not come out,,,,SN001170,il n’est pas sorti
XV000680,xed,sù-ú-sà,,,let us drink!,,,,SN001171,buvons!
XV000681,xed,gá sìdí,,,make bad things to somebody,,,,SN001173,faire des méchancetés à quelqu'un
XV000682,xed,tà sìdí,,,"he is nasty, lit. he is in meanness",,,093f62ccc692b3c78fb3150eb014345f,SN001173,il est méchant
XV000683,xed,súɗà súɗà,,,'he got undressed' or 'get undressed!',,,,SN001174,'il s’est déshabillé' ou 'déshabille-toi!'
XV000684,xed,súɗ-íŋ-súɗà,,,he took off,,,,SN001174,il est parti
XV000685,xed,súɗ-íŋ-súɗà tá xùtà,,,he took off the skin,,,,SN001174,il a enlevé la peau
XV000686,xed,súɗ-íxà-súɗà,,,'he undressed me' or 'he or she undressed for me',,,,SN001174,'il m’a déshabillé' ou 'il/elle s’est déshabillé(e) pour moi'
XV000687,xed,sán-à mndú,,,"somebody, some man",,,,SN001204,quelqu’un
XV000688,xed,sán-à màràkw,,,a certain woman,,,,SN001204,une certaine femme
XV000689,xed,sán-à skwí,,,"something, another thing",,,,SN001204,"quelque chose, une autre chose"
XV000690,xed,tfá wì,,,"bless, the complement of the verb can be either saliva or mouth",,,,SN001234,benir; le complément du verbe peut être salive ou bouche
XV000691,xed,tfá tfá tá sǝ́rdǝ̀k,,,he spit saliva,,,,SN001234,il a craché
XV000692,xed,tf-ú-ú-ghá-tfù-lú,,,we have been blessed,,,,SN001234,on a été beni
XV000693,xed,tf-ù’ú-á-ghá-tfá-lú tá wì,,,"we (dual inclusive) were blessed, literally: he spit us the mouth; blessing involves father spitting on the child, and pronouncing some incantations",,,,SN001234,"nous deux (duel inclusif), nous avons été bénis (littéralement: il nous a craché la bouche), la bénédiction implique que le père crachote sur l’enfant, en prononçant quelques formules incantatoires"
